claim_id,captured_at,target,competitor,arena,source_title,source_url,source_type,published_at,retrieved_at,metric_family,metric_name,metric_value,metric_unit,baseline,comparison,claim_text,quote_excerpt,evidence_strength,confidence,confidence_reason,storyboard_use,notes
EV-C18-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,MatX,inference specialists,MatX — MatX One and $500 million Series B,https://matx.com/research/series_b,press,2026-02-24,2026-07-29,quality_risk,wedge_evidence,,,,,"An LLM-specific architecture balancing high throughput, low latency, and long-context memory.",,medium,high,Specific current company or cohort fact from the cited source.,slide 18 company profile,Vendor-published where based on the company source.
EV-C18-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,MatX,inference specialists,MatX — MatX One and $500 million Series B,https://matx.com/research/series_b,press,2026-02-24,2026-07-29,roi_financial,proof_evidence,500,$M,,,$500M Series B led by Jane Street and Situational Awareness LP.,,high,high,Specific current company or cohort fact from the cited source.,slide 18 company profile,Vendor-published where based on the company source.
EV-C18-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,MatX,inference specialists,MatX — MatX One and $500 million Series B,https://matx.com/research/series_b,press,2026-02-24,2026-07-29,other,insertion_evidence,,,,,Large-model training and inference where a narrow workload justifies custom silicon.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 18 company profile,Vendor-published where based on the company source.
EV-C18-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,MatX,inference specialists,MatX — MatX One and $500 million Series B,https://matx.com/research/series_b,press,2026-02-24,2026-07-29,quality_risk,risk_evidence,,,,,Tape-out and manufacturing scale are still ahead; software and real-system benchmarks must follow.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 18 company profile,Vendor-published where based on the company source.
EV-C21-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Cornelis Networks,interconnect,Cornelis Networks — CN5000 Omni-Path platform,https://www.cornelis.com/,official,2026,2026-07-29,quality_risk,wedge_evidence,,,,,Purpose-built scale-out networking focused on predictable throughput and congestion control.,,medium,high,Specific current company or cohort fact from the cited source.,slide 21 company profile,Vendor-published where based on the company source.; Co-sources: https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round
EV-C21-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Cornelis Networks,interconnect,Cornelis Networks — CN5000 Omni-Path platform,https://www.cornelis.com/,official,2026,2026-07-29,roi_financial,proof_evidence,29,$M,,,Commercial CN5000 portfolio; $29M Series B disclosed to fund product expansion.,,high,high,Specific current company or cohort fact from the cited source.,slide 21 company profile,Vendor-published where based on the company source.; Co-sources: https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round
EV-C21-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Cornelis Networks,interconnect,Cornelis Networks — CN5000 Omni-Path platform,https://www.cornelis.com/,official,2026,2026-07-29,other,insertion_evidence,,,,,"AI training, inference, and HPC clusters seeking an alternative fabric.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 21 company profile,Vendor-published where based on the company source.; Co-sources: https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round
EV-C21-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Cornelis Networks,interconnect,Cornelis Networks — CN5000 Omni-Path platform,https://www.cornelis.com/,official,2026,2026-07-29,distribution,risk_evidence,,,,,Must win ecosystem support and operational trust against entrenched Ethernet and InfiniBand choices.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 21 company profile,Vendor-published where based on the company source.; Co-sources: https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round
EV-C22-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Lightmatter,interconnect,Lightmatter — Passage M1000 photonic superchip,https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/,official,2025,2026-07-29,other,wedge_evidence,,,,,3D-stacked photonic interposers move data where electrical chip-edge I/O becomes limiting.,,medium,high,Specific current company or cohort fact from the cited source.,slide 22 company profile,Vendor-published where based on the company source.; Co-sources: https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/
EV-C22-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Lightmatter,interconnect,Lightmatter — Passage M1000 photonic superchip,https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/,official,2025,2026-07-29,roi_financial,proof_evidence,400,$M,,,M1000 reference platform; $400M Series D and $850M total capital reported in 2024.,,high,high,Specific current company or cohort fact from the cited source.,slide 22 company profile,Vendor-published where based on the company source.; Co-sources: https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/
EV-C22-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Lightmatter,interconnect,Lightmatter — Passage M1000 photonic superchip,https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/,official,2025,2026-07-29,quality_risk,insertion_evidence,,,,,"Hyperscaler and accelerator designs requiring high-bandwidth, energy-efficient scale-up links.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 22 company profile,Vendor-published where based on the company source.; Co-sources: https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/
EV-C22-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Lightmatter,interconnect,Lightmatter — Passage M1000 photonic superchip,https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/,official,2025,2026-07-29,distribution,risk_evidence,,,,,"Packaging, manufacturing yield, standards, and partner integration determine time to volume.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 22 company profile,Vendor-published where based on the company source.; Co-sources: https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/
EV-C23-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Xsight Labs,interconnect,Xsight Labs — X2 programmable Ethernet switches,https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era,official,2025,2026-07-29,other,wedge_evidence,,,,,Programmable switching silicon with a documented hardware/software interface.,,medium,high,Specific current company or cohort fact from the cited source.,slide 23 company profile,Vendor-published where based on the company source.
EV-C23-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Xsight Labs,interconnect,Xsight Labs — X2 programmable Ethernet switches,https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era,official,2025,2026-07-29,distribution,proof_evidence,,,,,Second-generation X2 family sampling to customers; end-to-end connectivity roadmap.,,high,high,Specific current company or cohort fact from the cited source.,slide 23 company profile,Vendor-published where based on the company source.
EV-C23-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Xsight Labs,interconnect,Xsight Labs — X2 programmable Ethernet switches,https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era,official,2025,2026-07-29,other,insertion_evidence,,,,,"Hyperscale IaaS, AI fabrics, edge networks, and private data centers.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 23 company profile,Vendor-published where based on the company source.
EV-C23-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Xsight Labs,interconnect,Xsight Labs — X2 programmable Ethernet switches,https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era,official,2025,2026-07-29,distribution,risk_evidence,,,,,"Customer concentration, software tooling, and fast-moving Ethernet standards raise execution demands.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 23 company profile,Vendor-published where based on the company source.
